year,percent 1st gen,percent 2nd gen,cocitation_dois,n_total_1st_doi,n_total_2nd_doi,n_cocitation_doi
2004,46.15,35.29,"['10.1103/physreve.70.036108', '10.1109/infvis.2004.43', '10.1103/physreve.70.066111', '10.1088/1742-5468/2004/10/p10012', '10.1103/physreve.70.025101', '10.1103/physreve.70.056131']",13,17,6
2005,50.0,20.48,"['10.1016/j.physa.2005.04.022', '10.1109/mc.2005.132', '10.1088/1742-5468/2005/09/p09008', '10.1142/s0219525905000439', '10.1016/j.physa.2005.06.032', '10.1103/physreve.72.026132', '10.1103/physreve.71.016128', '10.1103/physreve.72.027104', '10.1109/sc.2005.4', '10.1103/physreve.71.046101', '10.1002/prot.20799', '10.1007/11569596_31', '10.1109/cibcb.2005.1594909', '10.1103/physreve.72.056107', '10.1088/1742-5468/2005/02/p02001', '10.1073/pnas.0407994102', '10.1073/pnas.0503610102']",34,83,17
2006,64.91,15.42,"['10.1140/epjb/e2006-00170-5', '10.1109/scc.2006.52', '10.1002/pmic.200500895', '10.1038/nphys489', '10.1016/j.physa.2006.03.050', '10.1109/icdm.2006.35', '10.1073/pnas.0601602103', '10.1088/1742-5468/2006/08/p08007', '10.1016/j.physd.2006.09.029', '10.1007/11811305_45', '10.1143/jpsj.75.115001', '10.1103/physrevlett.97.238103', '10.1103/physreve.74.016126', '10.1140/epjb/e2006-00155-4', '10.1007/11840541_45', '10.1103/physreve.74.016110', '10.1103/physreve.74.035102', '10.1016/j.physleta.2005.09.081', '10.1103/physreve.74.016105', '10.1103/physreve.74.016107', '10.1109/icif.2006.301554', '10.1088/1742-5468/2006/09/p09014', '10.1007/11780496_30', '10.1103/physreve.73.016135', '10.1186/1471-2105-7-386', '10.1103/physrevlett.96.114102', '10.1016/j.physa.2005.12.017', '10.1016/j.physd.2006.09.008', '10.1109/icdmw.2006.115', '10.1109/imsccs.2006.55', '10.1016/j.physa.2006.02.048', '10.1016/j.physd.2006.09.009', '10.1088/0256-307x/23/8/099', '10.1016/j.physa.2005.11.018', '10.1103/physreve.74.036104', '10.1007/11618058_43', '10.1088/1742-5468/2006/11/p11010']",57,240,37
2007,73.24,19.77,"['10.1088/1742-5468/2007/09/p09020', '10.1109/saint.2007.9', '10.1142/s0129183107011042', '10.1007/s11280-007-0027-8', '10.1140/epjb/e2007-00313-2', '10.1016/j.physa.2006.11.086', '10.1098/rspb.2007.0415', '10.1063/1.2742932', '10.1088/1742-5468/2007/08/p08014', '10.1103/physreve.75.061104', '10.1016/j.jbi.2007.01.001', '10.1140/epjb/e2007-00271-7', '10.1088/1367-2630/9/6/176', '10.1088/1742-5468/2007/06/p06016', '10.1016/j.jbi.2007.05.007', '10.1063/1.2743098', '10.1109/tfuzz.2007.896248', '10.1142/s0217984907014474', '10.1016/j.anbehav.2007.02.024', '10.1109/tvcg.2007.40', '10.1103/physreve.76.046103', '10.1016/j.physa.2007.03.030', '10.1371/journal.pcbi.0030198', '10.1103/physreve.76.036106', '10.1103/physreve.76.066102', '10.1080/00018730601170527', '10.1016/j.cosrev.2007.05.001', '10.1007/978-3-540-72586-2_95', '10.1098/rsif.2007.1129', '10.1007/978-3-540-75492-3_17', '10.1140/epjb/e2007-00129-0', '10.1103/physreve.76.056709', '10.1186/1471-2105-8-311', '10.1371/journal.pcbi.0030103', '10.1007/978-3-540-74205-0_113', '10.2139/ssrn.1008209', '10.1002/aris.2007.1440410119', '10.1088/1009-1963/16/12/004', '10.1103/physreve.76.015102', '10.1186/1753-4631-1-3', '10.1145/2506583.2506698', '10.1103/physreve.76.036102', '10.1093/bioinformatics/btm374', '10.1140/epjst/e2007-00066-2', '10.1016/j.sysarc.2007.01.008', '10.1007/s11625-007-0027-8', '10.1007/s10115-007-0096-0', '10.1007/978-3-540-74839-7_12', '10.1093/bioinformatics/btm173', '10.1109/icdim.2007.4444313', '10.1007/978-3-540-74976-9_12', '10.1103/physreve.75.016108', '10.1007/978-3-540-74913-4_89', '10.1103/physreve.76.036101', '10.1109/icdm.2007.72', '10.1007/978-3-540-72870-2_2', '10.1088/1367-2630/9/6/187', '10.1109/icdmw.2007.73', '10.1209/0295-5075/79/38002', '10.1088/1742-5468/2007/01/p01014', '10.1103/physreve.75.051121', '10.1007/978-3-540-72909-9_33', '10.1088/1009-1963/16/8/024', '10.1088/1367-2630/9/7/220', '10.1186/1471-2105-8-324', '10.1088/1367-2630/9/6/188', '10.1103/physrevlett.99.228701', '10.1371/journal.pcbi.0030107', '10.1109/mcse.2007.85', '10.1049/iet-syb:20060038', '10.1152/ajpendo.00670.2006', '10.1007/978-3-540-73060-6_5', '10.1002/cvde.200700011', '10.1049/iet-syb:20060076', '10.1103/physreve.75.021102', '10.1016/j.physa.2007.07.039', '10.1016/j.physd.2007.04.008', '10.1140/epjb/e2007-00331-0', '10.1088/1742-5468/2007/08/l08001', '10.1073/pnas.0611034104', '10.1088/0253-6102/48/5/040', '10.1016/j.physa.2006.11.036', '10.1016/j.physa.2007.05.031', '10.1088/0256-307x/24/4/073', '10.1140/epjst/e2007-00067-1', '10.1142/s0219477507003854', '10.1016/s0924-8099(07)80015-1', '10.1140/epjst/e2007-00098-6', '10.1103/physreve.76.036107', '10.1103/physreve.76.045103', '10.1109/wi-iatw.2007.102', '10.1002/aic.11071', '10.1016/j.physa.2007.05.013', '10.1063/1.2740564', '10.1088/1367-2630/9/6/178', '10.1016/j.physa.2006.07.023', '10.1103/physreve.75.045102', '10.1109/iv.2007.10', '10.1016/j.jtbi.2007.04.007', '10.1140/epjb/e2007-00088-4', '10.1007/s11704-007-0045-9', '10.1209/0295-5075/79/66006', '10.1209/0295-5075/78/48005', '10.1007/978-3-540-73133-7_11']",142,526,104
2008,82.39,18.19,"['10.1063/1.2956982', '10.1103/physreve.77.031102', '10.1007/s10708-008-9173-5', '10.1073/pnas.0706851105', '10.1016/j.physa.2007.11.004', '10.1109/ipdps.2008.4536426', '10.1098/rsif.2008.0407', '10.1016/j.physa.2008.09.016', '10.1201/9781420091830.ch11', '10.1103/physreve.77.036109', '10.1103/physreve.78.026109', '10.1016/j.physa.2007.09.039', '10.1103/physreve.78.026121', '10.1109/tasl.2007.909282', '10.1016/j.mri.2008.01.048', '10.1109/ipdps.2008.4536261', '10.1109/npc.2008.28', '10.1007/s11467-008-0027-x', '10.1016/j.physa.2008.06.028', '10.1007/978-3-540-69387-1_63', '10.1088/0253-6102/50/4/46', '10.1103/physrevlett.100.118703', '10.1016/j.physa.2008.07.019', '10.1016/j.socnet.2007.11.001', '10.1063/1.2988285', '10.1007/978-3-540-87700-4_107', '10.1371/journal.pcbi.1000190', '10.1109/iske.2008.4730951', '10.1016/j.physa.2007.09.046', '10.1088/1751-8113/41/23/235005', '10.1109/icsmc.2008.4811408', '10.1109/icvgip.2008.103', '10.1007/978-3-540-85920-8_28', '10.1093/bioinformatics/btn289', '10.1186/1471-2105-9-s9-s19', '10.1142/s0129183108013084', '10.1016/j.physa.2008.08.029', '10.1007/s12043-008-0166-1', '10.1103/physreve.77.016104', '10.1007/978-3-540-89097-3_19', '10.1007/978-3-540-70600-7_16', '10.1103/physreve.77.046112', '10.1007/s10764-008-9262-9', '10.1103/physreve.77.036122', '10.1103/physreve.78.016113', '10.1016/j.physa.2008.01.105', '10.1016/j.physa.2008.07.008', '10.1143/jpsj.77.014001', '10.1209/0295-5075/83/68003', '10.1109/escience.2008.30', '10.1109/tkde.2007.190689', '10.1016/j.techfore.2007.05.005', '10.1109/tsmcb.2007.908842', '10.1103/physreve.77.026106', '10.4137/bbi.s518', '10.1016/j.physa.2008.06.008', '10.1142/s0217984908016285', '10.1007/978-3-540-87479-9_45', '10.1088/1367-2630/10/12/123023', '10.1016/j.socnet.2007.11.002', '10.1007/978-3-540-78808-9_11', '10.1109/ictai.2008.103', '10.1088/0253-6102/50/5/48', '10.1109/icnc.2008.324', '10.1109/wicom.2008.1280', '10.1016/j.comcom.2007.08.016', '10.1007/s11768-008-7040-z', '10.1103/physreve.78.016115', '10.1088/1367-2630/10/5/053039', '10.1109/wiiat.2008.269', '10.1109/fskd.2008.518', '10.1109/soli.2008.4686392', '10.1111/j.1460-9568.2008.06487.x', '10.1016/j.physa.2008.08.031', '10.1140/epjb/e2008-00305-8', '10.1140/epjb/e2008-00425-1', '10.1109/tpds.2007.70811', '10.1016/j.technovation.2007.12.006', '10.1007/978-3-540-69395-6_9', '10.1007/s11424-008-9140-8', '10.1371/journal.pone.0001892', '10.1007/978-3-540-75261-5_11', '10.1088/1751-8113/41/22/224008', '10.1103/physreve.77.036107', '10.1088/0256-307x/25/4/091', '10.1007/s11390-008-9163-6', '10.1109/wicom.2008.2639', '10.1016/j.neucom.2007.12.043', '10.1007/978-0-387-78745-9_7', '10.1109/wiiat.2008.24', '10.1109/wiiat.2008.102', '10.1016/j.physa.2008.01.005', '10.1111/j.1461-0248.2008.01167.x', '10.1002/bies.20820', '10.1109/waim.2008.13', '10.1371/journal.pone.0003178', '10.1080/13614560802357180', '10.1016/j.anbehav.2007.10.029', '10.1088/1751-8113/41/22/224007', '10.1007/978-3-540-70600-7_27', '10.1007/978-3-540-89376-9_2', '10.1103/physreve.78.066111', '10.1103/physreve.78.016108', '10.1140/epjb/e2008-00418-0', '10.1088/1742-5468/2008/05/p05001', '10.1016/j.physrep.2008.09.002', '10.1098/rsta.2008.0010', '10.1103/physreve.77.046119', '10.1145/1326561.1326570', '10.1109/bibm.2008.9', '10.1103/physrevlett.100.258701', '10.1016/j.techfore.2008.04.007', '10.1103/physrevlett.101.078701', '10.1073/pnas.0707563105', '10.1186/1471-2458-8-308', '10.1016/s1574-6917(07)06001-1', '10.1109/npc.2008.47', '10.1007/978-3-540-77949-0_12', '10.1109/smcia.2008.5045958', '10.1016/j.physa.2008.01.085', '10.1103/physreve.78.046115', '10.1088/0253-6102/50/4/45', '10.2139/ssrn.1286311', '10.1109/chicc.2008.4605812', '10.1103/physreve.77.016108', '10.1016/j.annals.2007.07.004', '10.1016/j.neucom.2007.12.026', '10.1007/978-3-540-92191-2_2', '10.1109/iv.2008.10', '10.1109/icpst.2008.4745313', '10.1103/revmodphys.80.1275', '10.1109/picmet.2008.4599621', '10.1088/1742-5468/2008/08/p08007', '10.1088/1674-1056/17/5/028', '10.1103/physrevlett.101.058701', '10.1016/j.physa.2007.10.061', '10.1088/1751-8113/41/22/224001', '10.1088/1742-5468/2008/10/p10008', '10.1109/ccdc.2008.4598163', '10.1103/physreve.77.036103', '10.1109/cec.2008.4630930', '10.1109/cec.2008.4631080', '10.1145/1227161.1227162', '10.1103/physreve.77.065701', '10.1103/physreve.78.026112']",176,797,145
2009,84.06,15.76,"['10.1109/iccit.2009.189', '10.1007/978-3-642-10665-1_45', '10.1007/978-3-642-02469-6_93', '10.1007/978-1-4419-0312-9_15', '10.1007/978-3-642-04492-2_16', '10.1007/978-3-642-05253-8_68', '10.1109/cse.2009.451', '10.1109/iwcfta.2009.81', '10.1109/rcis.2009.5089283', '10.1007/978-3-642-02504-4_18', '10.1142/s0218127409023068', '10.1109/infcom.2009.5061993', '10.1109/asonam.2009.14', '10.1371/journal.pone.0005226', '10.1109/etcs.2009.200', '10.1103/physreve.80.045101', '10.1038/msb.2009.27', '10.1088/1674-1056/18/2/022', '10.1109/ptc.2009.5281807', '10.1109/nabic.2009.5393610', '10.1016/j.socnet.2009.02.002', '10.1109/asonam.2009.23', '10.1140/epjst/e2010-01179-1', '10.1088/1367-2630/11/11/113003', '10.1109/etcs.2009.421', '10.1007/978-0-8176-4751-3_16', '10.1007/978-3-642-01206-8_7', '10.1109/wi-iat.2009.346', '10.1016/j.physleta.2009.02.063', '10.1111/j.1461-0248.2009.01321.x', '10.1109/ccdc.2009.5193333', '10.1007/978-3-642-05224-8_15', '10.1007/978-3-642-02466-5_117', '10.1209/0295-5075/85/68006', '10.1007/978-1-84882-229-0_11', '10.3724/sp.j.1001.2009.00054', '10.1007/978-3-642-01513-7_91', '10.1109/icicisys.2009.5358036', '10.1142/s0218127409023093', '10.4049/jimmunol.0901837', '10.1088/1742-5468/2009/11/p11013', '10.1103/physreve.79.036111', '10.1016/s0187-893x(18)30063-6', '10.1007/978-3-642-02469-6_81', '10.1109/etcs.2009.201', '10.1109/icmlc.2009.5212748', '10.1007/978-3-540-92267-4_7', '10.1016/j.physleta.2009.02.004', '10.1109/iita.2009.394', '10.1007/978-1-0716-1454-9_356', '10.2139/ssrn.1408784', '10.1371/journal.pcbi.1000355', '10.3154/tvsj.29.9', '10.1209/0295-5075/86/28004', '10.1016/j.ecolmodel.2008.12.011', '10.1007/s00224-009-9176-8', '10.4018/978-1-60566-246-6.ch008', '10.1016/j.physa.2009.01.023', '10.1186/1471-2105-10-s11-s4', '10.1088/1751-8113/42/42/425001', '10.1109/la-web.2009.21', '10.1109/iita.2009.182', '10.1007/s11192-007-1897-3', '10.1007/978-3-642-02466-5_14', '10.1103/physreve.80.016114', '10.1073/pnas.0900142106', '10.1007/978-3-642-02466-5_62', '10.1109/ieem.2009.5372979', '10.1007/978-0-387-30440-3_356', '10.1103/physreve.79.056104', '10.1103/physreve.80.026129', '10.1063/1.3184538', '10.1109/icdmw.2009.26', '10.1209/0295-5075/87/38002', '10.1007/978-3-642-01284-6_2', '10.1109/hicss.2009.175', '10.1007/978-3-642-04747-3_20', '10.1209/0295-5075/87/18008', '10.1016/j.physa.2009.03.022', '10.1109/icis.2009.94', '10.1016/j.physa.2009.01.007', '10.1109/icdm.2009.141', '10.1109/itsc.2009.5309560', '10.1016/j.physa.2008.12.014', '10.1073/pnas.0907096106', '10.1007/978-0-387-30440-3_76', '10.1109/fuzzy.2009.5277270', '10.1109/skg.2009.22', '10.1016/j.physa.2009.08.032', '10.1088/1742-5468/2009/08/l08004', '10.1109/icise.2009.397', '10.1007/978-3-211-93971-0_26', '10.1007/s10329-009-0153-2', '10.1140/epjb/e2009-00397-6', '10.1088/1742-5468/2009/03/p03024', '10.1088/1367-2630/11/3/033015', '10.1109/icdm.2009.91', '10.1016/j.neuroimage.2009.03.064', '10.1186/1472-6807-9-34', '10.1109/cccm.2009.5267742', '10.3724/sp.j.1001.2009.03318', '10.1016/j.aml.2009.02.005', '10.1126/scisignal.2000102', '10.1016/j.neuroimage.2008.09.062', '10.1109/icsps.2009.108', '10.1007/978-3-642-01206-8_4', '10.1007/s11403-009-0057-7', '10.1007/978-3-642-02469-6_11', '10.1109/ictai.2009.58', '10.1063/1.3129783', '10.1103/physreve.80.056117', '10.1007/s11704-009-0042-2', '10.1103/physreve.80.036115', '10.1007/978-0-387-30440-3_272', '10.1103/physreve.79.066107', '10.1109/kam.2009.195', '10.1145/1594173.1594176', '10.1109/cse.2009.81', '10.1007/bf03194511', '10.1109/dasc.2009.91', '10.1016/j.physa.2008.12.021', '10.1016/j.physa.2009.07.030', '10.1088/1367-2630/11/4/043025', '10.1109/icicisys.2009.5357731', '10.1142/s0218127409024396', '10.1007/s10458-009-9080-2', '10.1007/978-0-387-30440-3_231', '10.1016/j.neuroimage.2009.05.032', '10.1109/cse.2009.142', '10.1016/j.jaridenv.2009.03.014', '10.1186/1471-2105-10-s12-s6', '10.1109/ieem.2009.5372933', '10.1109/asonam.2009.15', '10.1209/0295-5075/85/18009', '10.1007/978-3-642-10677-4_20', '10.1143/jpsj.78.034801', '10.1109/icde.2009.87', '10.1142/s0217984909020242', '10.1007/978-3-642-10625-5_39', '10.1109/tkde.2008.92', '10.1016/j.joi.2009.03.007', '10.1073/pnas.0907704106', '10.1109/cse.2009.315', '10.1103/physreve.79.066111', '10.1103/physreve.80.016103', '10.1109/ieem.2009.5373422', '10.1007/978-3-642-02158-9_14', '10.1109/icufn.2009.5174304', '10.1890/08-0174.1', '10.1371/journal.pgen.1000479', '10.1103/physreve.80.016109', '10.1007/978-3-642-02011-7_24', '10.1109/cason.2009.29', '10.1088/0253-6102/52/6/10', '10.1109/icde.2009.159', '10.1109/ssiri.2009.15', '10.3724/sp.j.1016.2008.00677', '10.1016/j.physa.2009.06.003', '10.1002/smr.408', '10.1109/iccsit.2009.5234476', '10.1109/asonam.2009.74', '10.1103/physreve.80.026106', '10.1103/physreve.79.016109', '10.1145/1536616.1536649', '10.1103/physreve.80.026130', '10.1103/physreve.79.061113', '10.1103/physreve.80.036111', '10.1103/physreve.80.011142', '10.1111/j.1558-5646.2009.00684.x', '10.1016/j.physa.2009.03.044', '10.1109/asonam.2009.53', '10.1109/iembs.2009.5333885', '10.1007/978-3-642-01206-8_5', '10.1109/sws.2009.5271769', '10.1109/ndt.2009.5272078', '10.1186/1752-0509-3-112', '10.1088/1742-5468/2009/07/p07042', '10.1088/1742-5468/2009/10/p10018', '10.1088/1742-5468/2009/07/p07043', '10.1140/epjb/e2009-00088-4', '10.1109/cvpr.2009.5206526', '10.1016/j.physa.2008.12.028', '10.1007/978-3-642-02466-5_41', '10.1109/dasc.2009.73', '10.1007/s11704-009-0057-8', '10.1007/978-3-642-01206-8_6', '10.1007/978-3-642-02276-0_14', '10.1007/978-0-387-30440-3_164', '10.1109/pccc.2009.5403845', '10.1103/physreve.79.026102', '10.1016/j.physa.2009.04.036', '10.1109/cnmt.2009.5374551', '10.1103/physreve.80.046102', '10.1109/icfin.2009.5339592', '10.1073/pnas.0811511106', '10.1016/j.physa.2009.06.034', '10.1109/icdm.2009.86', '10.1007/978-3-642-02469-6_6', '10.1007/978-0-8176-4751-3_11', '10.1109/cise.2009.5364426', '10.1007/978-1-84882-229-0_4', '10.1016/j.techfore.2009.04.004', '10.1111/j.1461-0248.2009.01327.x', '10.1063/1.3087314', '10.1177/1073858409334423', '10.1016/j.physd.2009.03.015', '10.1109/cgiv.2009.42', '10.1177/1098214009340044', '10.1007/978-3-642-01516-8_23', '10.1109/tkde.2008.141', '10.1007/978-3-540-95995-3_1']",251,1339,211
2010,85.95,14.12,"['10.1007/978-3-642-14527-8_15', '10.1016/j.physleta.2010.05.072', '10.1016/j.socnet.2010.03.005', '10.1109/icdm.2010.48', '10.1126/science.1184819', '10.1142/s0219525910002840', '10.1016/j.physa.2010.06.038', '10.1088/1742-5468/2010/12/p12030', '10.1142/s0218127410025818', '10.1007/978-3-642-14929-0_7', '10.1186/1471-2105-11-466', '10.1088/1742-5468/2010/04/p04028', '10.1186/1752-0509-4-8', '10.1109/asonam.2010.70', '10.1109/bicta.2010.5645354', '10.1007/978-1-4419-6515-8_12', '10.1088/1751-8113/44/3/035101', '10.1007/s11704-010-0071-x', '10.1007/s13278-010-0003-7', '10.1002/sam.10100', '10.1890/09-1175.1', '10.1007/s11065-010-9145-7', '10.1109/iske.2010.5680851', '10.1186/1752-0509-4-s2-s10', '10.1007/978-3-642-14932-0_21', '10.1073/pnas.0903215107', '10.1109/icmit.2010.5492870', '10.1103/physreve.81.026105', '10.1109/tpami.2009.78', '10.7498/aps.59.6022', '10.1109/iceee.2010.5661309', '10.1209/0295-5075/92/28001', '10.1007/978-3-642-14400-4_4', '10.1109/iccasm.2010.5622326', '10.1017/s0140525x09991567', '10.1103/physreve.82.036115', '10.1103/physreve.81.046106', '10.3182/20100913-2-fr-4014.00001', '10.1016/j.physa.2010.03.006', '10.1109/itw.2010.5593378', '10.1002/ajp.20903', '10.1002/jcc.21544', '10.1007/978-3-642-10745-0_54', '10.1109/aici.2010.265', '10.1080/00076791003722017', '10.1007/s10994-010-5214-7', '10.1186/1748-7188-5-36', '10.1109/icdma.2010.76', '10.1371/journal.pone.0012528', '10.1016/j.mri.2010.07.001', '10.1109/hicss.2010.325', '10.1007/978-1-4419-6515-8_4', '10.1109/ictai.2010.23', '10.1140/epjb/e2010-00275-2', '10.1016/j.joi.2010.01.001', '10.1007/978-4-431-99781-8_4', '10.1007/s00265-010-0960-x', '10.3390/e12051264', '10.1109/sc.2010.46', '10.1007/978-1-4419-6045-0_16', '10.1016/j.physa.2010.01.042', '10.1007/978-3-642-16167-4_35', '10.1016/j.bbi.2010.04.012', '10.1142/s0218127410026757', '10.1109/icc.2010.5502187', '10.1016/j.neuron.2010.05.025', '10.1109/ijcnn.2010.5596962', '10.1007/978-3-642-14589-6_31', '10.1109/cyberc.2010.57', '10.1016/j.physa.2009.09.018', '10.1007/s11284-010-0711-5', '10.1007/978-3-642-15754-7_72', '10.1109/socialcom.2010.96', '10.1109/icgec.2010.87', '10.1103/physreve.81.016114', '10.1016/j.neucom.2009.11.023', '10.1109/cec.2010.5585987', '10.1109/acssc.2010.5757568', '10.1007/978-3-642-13498-2_3', '10.1371/journal.pone.0015210', '10.1016/j.technovation.2009.12.004', '10.1109/ieem.2010.5674621', '10.1103/physreve.81.016103', '10.1016/j.ipm.2009.11.003', '10.1016/j.amc.2010.06.060', '10.1137/090758519', '10.1371/journal.pone.0015422', '10.1103/physreve.81.046115', '10.1109/iske.2010.5680843', '10.1007/978-3-642-16355-5_47', '10.1016/j.physa.2010.02.014', '10.1103/physreve.82.026116', '10.1186/1471-2105-11-521', '10.1007/978-3-642-14306-9_9', '10.1007/978-1-4419-6045-0_18', '10.1016/j.physa.2010.01.049', '10.3390/g1030242', '10.1007/s00382-010-0874-3', '10.1371/journal.pone.0014187', '10.1109/iscas.2010.5537733', '10.1016/j.patcog.2009.11.007', '10.1007/978-1-4419-6287-4_9', '10.1109/etcs.2010.222', '10.1140/epjb/e2010-00261-8', '10.1140/epjb/e2010-00290-3', '10.1109/iccasm.2010.5620043', '10.1002/9783527630271.ch12', '10.1109/icmult.2010.5631067', '10.1088/1674-1056/19/2/020501', '10.1109/asonam.2010.53', '10.1109/icece.2010.450', '10.1088/1367-2630/12/10/103018', '10.1007/978-3-642-18009-5_9', '10.1007/978-1-60761-800-3_5', '10.1007/978-3-642-13193-6_37', '10.1016/j.physrep.2009.11.002', '10.1007/978-3-642-17616-6_10', '10.1371/journal.pone.0012623', '10.1103/physreve.81.066118', '10.1093/bioinformatics/btq596', '10.1007/978-3-642-13318-3_33', '10.1186/1752-0509-4-102', '10.1145/1882471.1882476', '10.1007/s11434-010-4086-3', '10.1109/cec.2010.5586522', '10.20965/jaciii.2010.p0408', '10.1109/milcom.2010.5680488', '10.1007/s11042-010-0605-0', '10.20537/2076-7633-2010-2-2-121-141', '10.1109/wi-iat.2010.288', '10.1007/978-3-642-13244-5_39', '10.1109/wi-iat.2010.189', '10.1109/cason.2010.138', '10.1371/journal.pcbi.1000719', '10.1109/isbi.2010.5490208', '10.1038/nature09182', '10.1007/978-3-642-15871-1_52', '10.1016/j.physa.2009.09.006', '10.1109/bibmw.2010.5703767', '10.1021/pr9006188', '10.1007/978-3-642-17534-3_38', '10.1103/physreve.82.046225', '10.1109/asonam.2010.74', '10.1016/j.patrec.2009.11.001', '10.1103/physreve.82.016114', '10.1109/itc.2010.5608720', '10.1016/j.biosystems.2010.04.006', '10.1007/s11067-010-9131-x', '10.1103/physreve.82.016115', '10.1186/1752-0509-4-74', '10.1109/icicta.2010.665', '10.1371/journal.pone.0011585', '10.1103/physreve.81.046110', '10.1073/pnas.1002971107', '10.1109/asonam.2010.23', '10.1109/asonam.2010.58', '10.1109/asonam.2010.77', '10.1109/cise.2010.5677013', '10.1007/s11424-010-0202-3', '10.1088/1742-6596/221/1/012012', '10.1007/978-3-642-12026-8_45', '10.1007/978-1-4419-6287-4_6', '10.1063/1.3455183', '10.1016/j.neuron.2010.08.017', '10.1109/asonam.2010.32', '10.1109/nbis.2010.36', '10.1088/1367-2630/12/5/053009', '10.1007/s11192-010-0158-z', '10.1109/icsess.2010.5552359', '10.1371/journal.pcbi.1000659', '10.1142/s012918311001583x', '10.1007/978-3-642-12365-8_8', '10.1109/iwaci.2010.5585212', '10.1007/s13173-010-0027-x', '10.1007/978-1-4419-7142-5_16', '10.1109/mic.2010.85', '10.1007/978-0-8176-4789-6_16', '10.1016/j.joi.2010.07.002', '10.1109/wi-iat.2010.48', '10.1109/compeng.2010.13', '10.1088/1742-6596/221/1/012013', '10.1109/icdmw.2010.107', '10.1142/s0217984910023347', '10.1209/0295-5075/90/18001', '10.1109/icdmw.2010.63', '10.12693/aphyspola.117.703', '10.1186/1471-2105-11-378', '10.1109/infcom.2010.5462135', '10.1088/0256-307x/27/5/058901', '10.1109/icmlc.2010.5580953', '10.1108/14636681011035726', '10.1088/0256-307x/27/12/128901', '10.1103/physreve.81.046102', '10.1007/978-1-4419-5689-7_4', '10.1088/1742-5468/2010/04/p04024', '10.2200/s00298ed1v01y201009dmk003', '10.1007/s13278-010-0002-8', '10.1109/ds-rt.2010.10', '10.1186/1471-2407-10-604', '10.1109/bibe.2010.31', '10.1088/1742-5468/2010/03/p03013', '10.1002/9783527628001.ch6', '10.1186/gb-2010-11-11-r115', '10.1088/1742-5468/2010/10/p10020', '10.1109/apweb.2010.73', '10.1209/0295-5075/90/60005', '10.1016/j.eswa.2009.12.088', '10.1007/978-3-642-16493-4_17', '10.3724/sp.j.1004.2010.01160', '10.1109/basna.2010.5730298', '10.1007/978-3-642-13318-3_52', '10.1109/ipdpsw.2010.5470922', '10.1109/mines.2010.43', '10.1103/physreve.82.036119', '10.1007/978-3-642-16089-9_1', '10.1103/physreve.82.056113', '10.1103/physics.3.17', '10.1016/j.physa.2010.06.003', '10.1007/978-3-642-13078-6_17', '10.1109/asonam.2010.15', '10.1016/j.ecolmodel.2010.08.042', '10.1109/icdm.2010.69', '10.1371/journal.pcbi.1000817', '10.1016/j.physa.2010.05.046', '10.1007/s11192-010-0167-y', '10.1103/physreve.82.046105', '10.1098/rsif.2010.0524', '10.1109/wowmom.2010.5534915', '10.1016/j.physa.2009.12.019', '10.1103/physreve.82.066106', '10.1007/978-1-4419-6287-4_8', '10.1109/ccdc.2010.5498569', '10.1007/978-3-642-17316-5_42', '10.1109/icdm.2010.41', '10.1007/s11424-010-0204-1', '10.1109/socialcom.2010.91', '10.1007/978-1-4419-7142-5_6', '10.1103/physreve.81.046114', '10.1109/iccp.2010.5606467', '10.1109/bibmw.2010.5703868', '10.1007/978-3-642-15105-7_6', '10.1109/icbnmt.2010.5705267', '10.1109/avss.2010.65', '10.1109/mnet.2010.5578912', '10.1103/physreve.82.046112', '10.1002/9780470892107.ch37', '10.1088/1742-5468/2010/08/p08012', '10.1007/978-0-8176-4789-6_1', '10.1109/icece.2010.345', '10.1063/1.3357983', '10.1111/j.1365-2656.2010.01688.x', '10.1007/978-1-4419-5797-9_10', '10.1007/978-3-7091-0294-7_11', '10.1103/physreve.82.026102', '10.1016/j.cpc.2010.06.016', '10.1007/s10878-010-9356-0', '10.1007/978-3-642-14929-0_2']",299,1820,257
