user_id,citing
5221,10.1016/j.tre.2015.06.002
5222,10.1016/j.tre.2015.11.005
5223,10.1016/j.tre.2017.10.015
5224,10.1016/j.comcom.2013.12.003
5225,10.1016/j.comcom.2014.12.005
5226,10.1016/j.comcom.2016.12.011
5227,10.1007/978-3-319-17181-4_9
5228,10.4000/brussels.1598
5229,10.4000/brussels.1601
5230,10.4000/brussels.799
5231,10.4000/brussels.804
5232,10.4000/brussels.806
5233,10.4000/communicationorganisation.7054
5234,10.1371/journal.pone.0060808
5235,10.4000/cybergeo.26899
5236,10.4000/hrc.1704
5237,10.1016/j.compbiomed.2016.05.017
5238,10.1016/j.compchemeng.2016.03.014
5239,10.1371/journal.pone.0063364
5240,10.4000/mots.21387
5241,10.4000/mots.21977
5242,10.1016/j.compenvurbsys.2020.101561
5243,10.1080/09654313.2018.1494137
5244,10.1080/09654313.2019.1641187
5245,10.1016/j.jbankfin.2020.105761
5246,10.1016/j.jbef.2020.100418
5247,10.1371/journal.pone.0068581
5248,10.1016/j.jbi.2018.11.014
5249,10.1016/j.trit.2016.03.011
5250,10.1016/j.trpro.2017.12.070
5251,10.1016/j.trpro.2020.03.111
5252,10.1016/j.jbi.2016.07.023
5253,10.1016/bs.ai.2016.02.002
5254,10.1007/978-3-319-18296-4_19
5255,10.1007/978-3-319-18296-4_4
5256,10.1007/978-3-319-18296-4_51
5257,10.1016/bs.apcsb.2015.07.004
5258,10.1016/j.jbi.2018.04.009
5259,10.1016/j.jbi.2019.103235
5260,10.4018/978-1-4666-3604-0.ch034
5261,10.4018/978-1-4666-4062-7.ch005
5262,10.4018/978-1-4666-4695-7.ch007
5263,10.4018/978-1-4666-4695-7.chcrf
5264,10.1016/bs.hna.2019.04.001
5265,10.1080/14786435.2011.616547
5266,10.1080/09692290.2016.1276949
5267,10.1016/j.aap.2016.03.017
5268,10.4018/978-1-4666-6332-9.ch005
5269,10.1016/j.jbusres.2019.10.071
5270,10.1016/j.jbusres.2020.02.031
5271,10.1371/journal.pone.0076162
5272,10.1016/j.cortex.2016.06.004
5273,10.1016/j.cosrev.2020.100247
5274,10.1016/j.cosrev.2020.100313
5275,10.4018/978-1-4666-9964-9.ch003
5276,10.4018/978-1-4666-9964-9.ch011
5277,10.1007/s00239-018-9852-x
5278,10.4018/978-1-5225-0648-5.ch002
5279,10.1007/978-3-319-19048-8_28
5280,10.1016/j.jclepro.2019.04.055
5281,10.1007/978-3-319-19126-3_14
5282,10.1016/j.jclepro.2020.124087
5283,10.1016/j.jclepro.2020.124692
5284,10.1016/j.jclepro.2018.12.047
5285,10.1016/j.jclepro.2016.03.142
5286,10.1016/j.jclepro.2020.122934
5287,10.1016/j.jclepro.2020.124054
5288,10.1007/978-3-319-19644-2_16
5289,10.1016/j.jcomdis.2016.11.001
5290,10.1007/978-3-319-19857-6_49
5291,10.4018/978-1-5225-2255-3.ch603
5292,10.1016/j.jclepro.2020.124640
5293,10.1016/j.jclepro.2019.119391
5294,10.4018/978-1-5225-2498-4.ch001
5295,10.1016/j.jclepro.2019.119883
5296,10.1016/j.jclepro.2020.119974
5297,10.4018/978-1-5225-2814-2.ch012
5298,10.4018/978-1-5225-2814-2.ch014
5299,10.4018/978-1-5225-2814-2.ch005
5300,10.1016/j.jclepro.2020.123403
5301,10.1016/j.jclepro.2020.122945
5302,10.1371/journal.pone.0081972
5303,10.1016/j.csda.2018.05.008
5304,10.1007/s00248-019-01421-8
5305,10.1016/j.aei.2019.01.002
5306,10.1016/j.adhoc.2014.07.005
5307,10.1016/j.adhoc.2014.08.010
5308,10.1016/j.advwatres.2019.06.013
5309,10.1371/journal.pone.0086026
5310,10.1371/journal.pone.0086028
5311,10.1016/j.cub.2017.04.051
5312,10.1103/physreve.100.012301
5313,10.1103/physreve.100.012309
5314,10.1016/j.aei.2018.06.011
5315,10.1016/j.advwatres.2017.12.019
5316,10.1103/physreve.100.022301
5317,10.1103/physreve.100.022311
5318,10.1103/physreve.100.022320
5319,10.1103/physreve.100.032308
5320,10.4018/978-1-5225-7195-7.ch007
5321,10.4018/978-1-5225-7601-3.ch026
5322,10.4018/978-1-5225-8575-6.ch005
5323,10.1016/j.ajhg.2020.02.002
5324,10.1016/j.jcss.2020.11.005
5325,10.1016/j.jcss.2013.03.012
5326,10.1007/978-3-319-20367-6_15
5327,10.4018/978-1-5225-9869-5.ch011
5328,10.1007/978-3-319-20591-5_26
5329,10.1007/978-3-319-20591-5_28
5330,10.1016/j.ajhg.2011.05.006
5331,10.1016/j.ajhg.2018.11.006
5332,10.1016/j.jdmm.2019.01.001
5333,10.4018/978-1-60960-491-2.ch011
5334,10.1007/978-3-319-21042-1_3
5335,10.1080/15332276.2019.1609343
5336,10.1172/jci.insight.85935
5337,10.1016/j.amc.2020.125601
5338,10.1371/journal.pone.0091322
5339,10.1016/j.dib.2020.105908
5340,10.1371/journal.pone.0091431
5341,10.1016/j.diin.2018.01.016
5342,10.4018/ijacdt.2019010101
5343,10.4018/ijcmhs.2019070102
5344,10.4018/ijcssa.2013010104
5345,10.1016/j.amepre.2020.04.015
5346,10.1016/j.jenvman.2020.111551
5347,10.1371/journal.pone.0094414
5348,10.1371/journal.pone.0094429
5349,10.1016/j.jengtecman.2020.101575
5350,10.1371/journal.pone.0094785
5351,10.4018/ijismd.2019040102
5352,10.1016/j.annals.2020.103113
5353,10.1016/j.anbehav.2017.10.012
5354,10.4018/ijrsda.2018040102
5355,10.1016/j.anbehav.2019.09.011
5356,10.1371/journal.pone.0097584
5357,10.4018/ijvcsn.2014010103
5358,10.4018/irmj.2019040102
5359,10.4018/jalr.2012010102
5360,10.1016/j.jenvman.2020.110920
5361,10.1103/physreve.79.066107
5362,10.1103/physreve.80.016105
5363,10.1103/physreve.80.016109
5364,10.4018/jgim.2018070105
5365,10.1103/physreve.80.036111
5366,10.1103/physreve.80.036115
5367,10.1016/j.annals.2017.02.007
5368,10.1103/physreve.80.056117
5369,10.4018/jitsr.2012010102
5370,10.1103/physreve.81.026105
5371,10.1103/physreve.81.046102
5372,10.1103/physreve.81.046106
5373,10.1103/physreve.81.046114
5374,10.1103/physreve.81.066118
5375,10.1103/physreve.82.026102
5376,10.1007/978-3-319-21786-4_9
5377,10.1103/physreve.82.046112
5378,10.1103/physreve.83.016115
5379,10.1103/physreve.83.036103
5380,10.1103/physreve.83.046104
5381,10.1080/1540496x.2019.1610875
5382,10.1103/physreve.83.056105
5383,10.1103/physreve.83.056125
5384,10.1016/j.ebiom.2018.04.002
5385,10.1007/978-3-319-22180-9_8
5386,10.1103/physreve.83.066114
5387,10.1016/j.jfineco.2018.11.009
5388,10.1103/physreve.84.016114
5389,10.1007/s00259-019-04508-z
5390,10.1103/physreve.84.026110
5391,10.1103/physreve.84.036109
5392,10.1007/978-3-319-22527-2_8
5393,10.1103/physreve.85.016109
5394,10.1103/physreve.85.026119
5395,10.1103/physreve.85.036106
5396,10.1103/physreve.85.056702
5397,10.1103/physreve.85.066118
5398,10.1103/physreve.85.066119
5399,10.1007/978-3-319-22786-3_14
5400,10.1016/j.jfbs.2014.01.001
5401,10.1103/physreve.86.015101
5402,10.1103/physreve.86.016111
5403,10.1007/978-3-319-22849-5_9
5404,10.1103/physreve.86.036104
5405,10.1103/physreve.86.041306
5406,10.1103/physreve.86.066106
5407,10.1371/journal.pone.0099966
5408,10.1103/physreve.87.012812
5409,10.1103/physreve.87.032803
5410,10.1016/j.jfineco.2015.01.001
5411,10.1016/j.jfineco.2018.11.012
5412,10.1016/j.jflm.2019.07.002
5413,10.1103/physreve.88.022810
5414,10.1371/journal.pone.0101357
5415,10.1016/j.apenergy.2020.114625
5416,10.1103/physreve.88.042810
5417,10.1080/15427951.2014.950875
5418,10.1103/physreve.88.060801
5419,10.1103/physreve.89.012804
5420,10.1103/physreve.89.012814
5421,10.1103/physreve.89.023104
5422,10.1103/physreve.89.032809
5423,10.1371/journal.pone.0102768
5424,10.1371/journal.pone.0102799
5425,10.4028/www.scientific.net/amm.513-517.2045
5426,10.1016/j.apgeog.2018.05.009
5427,10.1103/physreve.90.012806
5428,10.1103/physreve.90.012811
5429,10.1016/j.apenergy.2015.07.054
5430,10.1103/physreve.90.022813
5431,10.1103/physreve.90.032804
5432,10.1371/journal.pone.0103637
5433,10.1103/physreve.90.042806
5434,10.1016/j.jhazmat.2019.121114
5435,10.1103/physreve.90.052802
5436,10.1103/physreve.90.052810
5437,10.1103/physreve.90.062805
5438,10.1103/physreve.90.062813
5439,10.1103/physreve.91.012809
5440,10.1103/physreve.91.012821
5441,10.1016/j.apenergy.2017.10.113
5442,10.1080/10438599.2016.1202520
5443,10.1371/journal.pone.0104655
5444,10.1103/physreve.91.062814
5445,10.1103/physreve.92.022815
5446,10.1103/physreve.92.022816
5447,10.1371/journal.pone.0105559
5448,10.1016/j.apenergy.2015.04.049
5449,10.1007/978-3-658-16432-4_4
5450,10.1103/physreve.92.032801
5451,10.1103/physreve.92.042806
5452,10.1016/j.apenergy.2018.03.172
5453,10.1371/journal.pone.0106086
5454,10.1103/physreve.92.052808
5455,10.1103/physreve.92.060801
5456,10.1016/j.ecoser.2014.07.004
5457,10.1103/physreve.92.062825
5458,10.1016/j.apgeog.2017.07.001
5459,10.1016/j.apenergy.2019.113790
5460,10.1016/j.vaccine.2018.05.040
5461,10.1103/physreve.93.062308
5462,10.1103/physreve.94.012302
5463,10.1371/journal.pone.0107884
5464,10.1016/j.vaccine.2019.06.086
5465,10.1103/physreve.94.032908
5466,10.1103/physreve.94.032909
5467,10.1103/physreve.94.052315
5468,10.1103/physreve.94.062302
5469,10.1103/physreve.95.012316
5470,10.1103/physreve.95.022302
5471,10.1103/physreve.95.022306
5472,10.1371/journal.pone.0109507
5473,10.1103/physreve.95.062301
5474,10.1103/physreve.95.062310
5475,10.1016/j.jhydrol.2018.06.050
5476,10.1016/j.jhydrol.2019.06.082
5477,10.1103/physreve.96.022321
5478,10.1016/j.jhydrol.2016.11.056
5479,10.1103/physreve.96.052311
5480,10.1103/physreve.96.052313
5481,10.1007/978-3-319-23105-1_7
5482,10.1103/physreve.97.022223
5483,10.1103/physreve.97.022315
5484,10.1103/physreve.97.042316
5485,10.1103/physreve.97.052311
5486,10.1103/physreve.97.063103
5487,10.1103/physreve.98.012312
5488,10.1007/978-3-319-23525-7_35
5489,10.1007/978-3-319-23525-7_45
5490,10.1103/physreve.98.032309
5491,10.1103/physreve.98.042304
5492,10.1103/physreve.98.062307
5493,10.1007/978-3-319-23727-5_8
5494,10.1103/physreve.99.010301
5495,10.1007/978-3-319-23751-0_1
5496,10.1103/physreve.99.022306
5497,10.1007/978-3-319-23835-7_1
5498,10.1007/978-3-319-23835-7_2
5499,10.1007/978-3-319-23835-7_3
