user_doi,doi
4501,10.1016/j.ins.2017.12.006
4502,10.1016/j.ins.2016.08.079
4503,10.1016/j.ins.2018.12.009
4504,10.1016/j.ins.2019.03.044
4505,10.1016/j.ins.2018.09.053
4506,10.1016/j.ins.2020.03.090
4507,10.1016/j.ins.2020.10.011
4508,10.1016/j.ins.2019.10.064
4509,10.1016/j.ins.2014.12.009
4510,10.1016/j.ins.2015.03.065
4511,10.1016/j.ins.2016.11.028
4512,10.1016/j.ins.2019.07.018
4513,10.1016/j.ins.2019.09.022
4514,10.1016/j.ins.2020.04.016
4515,10.1016/j.ins.2014.10.069
4516,10.1016/j.ins.2015.04.011
4517,10.1016/j.ins.2015.07.053
4518,10.1016/j.ipm.2009.11.003
4519,10.1016/j.ins.2016.03.028
4520,10.1016/j.ipm.2016.05.006
4521,10.1016/j.ipm.2016.10.001
4522,10.1016/j.ins.2016.07.024
4523,10.1016/j.ipm.2018.03.005
4524,10.1016/j.ipm.2020.102385
4525,10.1016/j.ins.2017.10.019
4526,10.1016/j.ins.2018.01.008
4527,10.1016/j.ins.2018.11.054
4528,10.1016/j.ins.2020.09.053
4529,10.1016/j.is.2016.11.003
4530,10.1007/978-3-319-15168-7_46
4531,10.1016/j.clinph.2016.02.017
4532,10.3938/jkps.75.436
4533,10.1016/j.ipl.2014.02.004
4534,10.1016/j.ipm.2020.102301
4535,10.1016/j.ipm.2009.06.003
4536,10.1016/j.ipm.2019.102133
4537,10.1016/j.ipm.2020.102353
4538,10.1016/j.ipm.2019.05.002
4539,10.1007/978-1-4471-4048-1_3
4540,10.1007/978-1-4471-4048-1_4
4541,10.1007/978-1-4471-4048-1_6
4542,10.1007/978-1-4471-4054-2_3
4543,10.1016/j.isci.2020.101440
4544,10.1016/j.isci.2020.101626
4545,10.1016/j.is.2019.05.002
4546,10.1007/978-3-319-16112-9_13
4547,10.1007/978-3-319-16112-9_6
4548,10.1007/978-3-319-16112-9_8
4549,10.1007/978-1-4471-4555-4_4
4550,10.1007/978-1-4471-4850-0_105
4551,10.1080/14697688.2012.668288
4552,10.1016/j.cnsns.2012.03.023
4553,10.1016/j.cnsns.2020.105545
4554,10.1371/journal.pone.0053723
4555,10.1016/j.jad.2017.11.026
4556,10.1016/j.jad.2015.12.071
4557,10.1371/journal.pone.0057100
4558,10.3989/chdj.2018.015
4559,10.1371/journal.pone.0058070
